GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab01-recordando-poo-vid58,cs.lab1,Main,4,11,0,0,2,4,2,1,2,1
lab01-recordando-poo-vid58,cs.lab1,Camion,0,39,0,2,0,7,0,3,0,2
lab01-recordando-poo-vid58,cs.lab1,Automovil,0,37,0,2,0,7,0,3,0,2
lab01-recordando-poo-vid58,cs.lab1,Vehiculo,2,48,0,2,1,10,1,3,1,2
